無料で商用利用も可能な「ナショ文字」風フォント「851ゴチカク...,https://gigazine.net/news/20190215-851-gkktt-font/
海賊版ダウンロードの刑事罰、常習性が要件　文化庁素案：朝日...,https://www.asahi.com/articles/ASM2H55CNM2HUCVL01N.html
バイトテロ雑感 - ←ズイショ→,http://zuisho.hatenadiary.jp/entry/2019/02/15/203839
拉致被害者の田中実さんに妻子　北朝鮮、日本に14年伝達（共同...,https://headlines.yahoo.co.jp/hl?a=20190215-00000167-kyodonews-soci
コラム：中国経済の大幅減速、犯人は国有企業の「逆襲」か | ロ...,https://jp.reuters.com/article/china-economy-review-idJPKCN1Q40O7
統計不正、支持率響かず＝与党強気、野党戦術見直しも－時事世...,https://www.jiji.com/jc/article?k=2019021501178&g=pol
「無職も長く続けていると飽きる」なんてウソつかないで欲しい ...,http://nyalra.hatenablog.com/entry/2019/02/15/205156
Oculus創設者のパルマー・ラッキー氏が「Rift」のヘッドホン修...,https://www.dospara.co.jp/express/vr/1151626
【わずか2ヶ月】ミヤハヤは写真家を辞めます。 - ミヤモリハヤ...,https://www.hayatomiyamori.com/entry/2019/02/15/192848
滑り止めの大学に入ってしまったらどうするか - ドイツ語教員が...,https://schlossbaerental.hatenablog.com/entry/2019/02/14/181945
ポスト「京」の名称を募集します | 理化学研究所 計算科学研究...,https://www.r-ccs.riken.jp/naming
飼い犬の喧嘩を止めに入った女性、相手がマウンテンライオンだ...,https://switch-news.com/incident/post-27740/
"ドワンゴからdotData Japanに転職します – Kimura, Sotaro – Me...",https://medium.com/@kimutansk/c9e6444c6a8
unasuke.fm が始まりました | うなすけとあれこれ,https://blog.unasuke.com/2019/begin-unasukefm/
Go Modulesの概要とGo1.12に含まれるModulesに関する変更 #gola...,https://budougumi0617.github.io/2019/02/15/go-modules-on-go112/
「自分はゴミだと信じていた」里子が、グラミー賞ノミネートの...,https://www.newsweekjapan.jp/stories/woman/2019/02/post-148.php
独歩の美味しい水,https://anond.hatelabo.jp/20190215125712
そこらへんにいる女なら誰でもvtuberやれる説,https://anond.hatelabo.jp/20190214023524
邦ロックバンド、ナンバーガールの影響を受けない方が難しい件 ...,https://night-cap.net/2018/06/01/numbergirl-followers/
人気アイドルあのちゃん（ゆるめるモ！）インタビュー 「社会の...,https://www.froma.com/contents/baito/workstyle/55772/
KADOKAWA ダンジョンズ＆ドラゴンズ小説サイト,http://www.asciibook.com/dd/index.html
TVアニメ化決定！ プリンセスコネクト！Re:Dive (プリコネR) 公...,https://anime.priconne-redive.jp/
同人小説がぼったくり値段だという話 - 長文置き場,https://fujinariddd.hatenablog.com/entry/2019/02/15/174811
「第9地区」ニール・ブロムカンプ監督の新作「Conviction」がYo...,https://gigazine.net/news/20190215-conviction-anthem-trailer/
「無職も長く続けていると飽きる」なんてウソつかないで欲しい ...,http://nyalra.hatenablog.com/entry/2019/02/15/205156
バイトテロ雑感 - ←ズイショ→,http://zuisho.hatenadiary.jp/entry/2019/02/15/203839
滑り止めの大学に入ってしまったらどうするか - ドイツ語教員が...,https://schlossbaerental.hatenablog.com/entry/2019/02/14/181945
iCloudの写真を簡単に削除する │ ジャングルオーシャン,https://www.jungleocean.com/trivia/190215icloudphoto-delete
パックの中で片寄ってしまった寿司画像まとめ - Togetter,https://togetter.com/li/1319396
同じ色でも濃淡が違って見える不思議な絵　“エッジ”が生み出す...,https://www.itmedia.co.jp/news/articles/1902/15/news008.html
「初手を間違えるとずっと脈アリと勘違いする」新社会人は勘違...,https://togetter.com/li/1318906
田中みな実とジェーン・スー　恋愛と結婚を語る,https://miyearnzzlabo.com/archives/55328
婚活の会話、ロボットが“代行”　実際にカップル成立も - ITmedi...,https://www.itmedia.co.jp/news/articles/1902/12/news123.html
婚活サービスで会った人が劇場アイドル好きっぽくて引く 出かけ...,https://anond.hatelabo.jp/20190212124829
